index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
5979,4.161,12,14721.462,1547.459,7763.271,113.746,113.746,637.53,606.104,1.66,8.904,1.023,17.055,0.338,0.975,0.989
11101,5.14,15,21623.401,1924.32,8460.309,175.205,175.205,696.185,632.114,2.09,11.142,1.027,24.639,0.488,0.997,0.986
8471,3.144,9,8375.298,1386.736,7043.497,60.307,60.307,585.489,579.023,1.392,7.554,1.02,12.31,0.244,0.986,0.98
804,4.161,12,14724.779,1547.47,7807.791,113.804,113.804,650.242,611.396,1.656,8.91,1.022,17.584,0.348,0.953,0.986
4290,7.148,21,38989.629,2678.071,9127.544,332.164,332.164,834.16,692.88,2.971,15.601,1.035,44.581,0.883,0.968,0.983
11879,9.3,27,72770.086,3560.394,9737.7,644.982,644.982,1043.466,768.5,4.538,22.623,1.052,86.682,1.716,1.0,0.994
8482,5.14,15,21625.989,1924.314,8465.938,175.238,175.238,706.54,635.631,2.088,11.182,1.026,25.174,0.498,0.986,0.981
5628,4.161,12,14720.489,1547.452,7739.87,113.76,113.76,649.389,608.41,1.662,9.021,1.022,17.624,0.349,0.974,0.976
1840,5.14,15,21638.122,1924.349,8508.025,175.325,175.325,706.345,639.892,2.074,10.958,1.026,24.978,0.494,0.957,0.997
10452,4.161,12,14718.61,1547.451,7727.076,113.746,113.746,626.545,601.603,1.663,8.895,1.023,16.588,0.328,0.994,0.992
7060,5.14,15,21627.379,1924.313,8469.711,175.228,175.228,711.57,637.443,2.087,11.196,1.026,25.428,0.503,0.98,0.979
3895,8.206,24,50994.538,3087.527,9315.088,438.102,438.102,924.622,734.0,3.574,18.35,1.041,60.256,1.193,0.966,0.991
8598,4.161,12,14719.983,1547.457,7748.57,113.737,113.737,628.353,602.97,1.661,8.87,1.023,16.648,0.33,0.986,0.994
5917,5.14,15,21629.595,1924.318,8477.092,175.234,175.234,711.25,638.117,2.084,11.154,1.026,25.377,0.502,0.975,0.982
7007,6.175,18,29791.785,2307.399,8821.814,246.267,246.267,759.035,664.048,2.505,13.086,1.031,33.293,0.659,0.979,0.999
2795,6.175,18,29796.865,2307.244,8841.085,246.285,246.285,768.294,668.398,2.497,13.051,1.03,33.752,0.668,0.961,0.999
6136,8.206,24,50993.226,3087.452,9304.896,438.004,438.004,929.404,732.643,3.591,18.614,1.041,60.933,1.206,0.976,0.98
1580,6.175,18,29796.83,2307.255,8841.412,246.306,246.306,776.244,670.7,2.497,13.108,1.03,34.233,0.678,0.956,0.994
202,5.14,15,21640.086,1924.353,8514.932,175.334,175.334,710.065,641.656,2.072,10.948,1.026,25.147,0.498,0.95,0.997
6850,2.088,6,3538.629,1384.092,6786.72,29.533,29.533,515.888,561.137,1.228,6.63,1.02,0.0,0.142,0.979,0.982
5288,6.175,18,29790.903,2307.447,8819.991,246.207,246.207,772.198,667.664,2.505,13.193,1.03,34.106,0.675,0.972,0.99
6443,9.3,27,72770.818,3560.399,9757.851,645.042,645.042,1073.336,777.379,4.516,22.633,1.05,89.06,1.763,0.977,0.988
11165,6.175,18,29762.659,2306.804,8796.22,246.029,246.029,756.252,661.045,2.513,13.196,1.031,33.242,0.658,0.997,0.993
9868,5.14,15,21623.734,1924.31,8458.649,175.219,175.219,705.416,634.558,2.091,11.215,1.026,25.146,0.498,0.992,0.979
599,6.175,18,29796.411,2307.268,8840.65,246.308,246.308,783.775,672.778,2.497,13.168,1.03,34.692,0.687,0.952,0.989
4622,6.175,18,29793.109,2307.354,8827.302,246.223,246.223,769.443,667.52,2.502,13.133,1.03,33.898,0.671,0.969,0.994
3456,1.138,3,4528.892,1313.271,6678.82,5.557,5.557,593.929,565.242,1.238,6.667,1.019,31.883,0.258,0.964,0.995
78,7.148,21,38979.213,2678.089,9136.433,332.045,332.045,846.457,698.564,2.958,15.541,1.035,45.231,0.896,0.95,0.983
7409,3.144,9,8377.115,1386.746,7084.867,60.329,60.329,578.171,578.343,1.39,7.464,1.02,11.991,0.237,0.981,0.992
1409,6.175,18,29790.812,2307.471,8821.786,246.187,246.187,797.214,674.909,2.504,13.368,1.03,35.605,0.705,0.956,0.975
9216,1.138,3,4421.753,1341.804,6619.671,7.045,7.045,580.345,561.71,1.243,6.742,1.019,21.83,0.237,0.989,0.985
9854,9.3,27,72757.073,3560.359,9730.999,645.018,645.018,1066.741,773.92,4.547,23.031,1.051,89.079,1.763,0.992,0.977
3019,5.14,15,21636.485,1924.349,8504.044,175.34,175.34,702.772,638.467,2.076,10.955,1.026,24.804,0.491,0.962,0.998
10982,3.144,9,8376.054,1386.739,7069.443,60.32,60.32,566.301,574.22,1.391,7.422,1.021,11.516,0.228,0.996,0.999
3875,6.175,18,29792.356,2307.387,8825.393,246.221,246.221,776.389,669.335,2.503,13.195,1.03,34.33,0.68,0.966,0.989
9451,2.088,6,6283.432,1390.601,6774.311,30.831,30.831,585.401,569.694,1.319,7.13,1.02,0.0,0.233,0.99,0.985
1479,4.161,12,14724.108,1547.467,7794.748,113.778,113.778,651.486,611.213,1.657,8.94,1.022,17.655,0.35,0.956,0.983
2752,8.206,24,50994.506,3087.537,9319.12,437.964,437.964,924.984,735.138,3.568,18.27,1.041,60.171,1.191,0.961,0.994
10174,5.14,15,21624.998,1924.321,8464.852,175.219,175.219,697.243,632.883,2.089,11.125,1.027,24.677,0.488,0.993,0.987
1949,6.175,18,29792.828,2307.38,8827.877,246.222,246.222,787.174,672.617,2.502,13.261,1.03,34.968,0.692,0.958,0.983
7511,6.175,18,29761.257,2306.833,8795.328,245.965,245.965,781.241,668.103,2.512,13.385,1.03,34.771,0.688,0.982,0.977
5229,1.138,3,6635.695,1338.521,6651.384,6.92,6.92,649.672,573.374,1.307,7.117,1.019,23.737,0.317,0.972,0.984
2017,2.088,6,3369.125,1348.991,6833.725,23.144,23.144,526.539,562.887,1.213,6.517,1.019,19.022,0.168,0.958,0.991
6751,2.088,6,5637.291,1393.649,6832.061,31.407,31.407,562.96,567.952,1.298,6.929,1.02,0.0,0.205,0.978,0.997
3400,8.206,24,50994.786,3087.539,9314.979,437.956,437.956,929.096,735.112,3.575,18.404,1.041,60.625,1.2,0.964,0.988
8232,7.148,21,39004.199,2678.026,9117.379,332.364,332.364,827.039,688.376,2.985,15.726,1.036,44.308,0.877,0.985,0.979
7690,5.14,15,21629.945,1924.341,8484.001,175.255,175.255,693.401,633.746,2.082,10.996,1.027,24.384,0.483,0.982,0.997
11245,5.14,15,21621.176,1924.305,8450.548,175.222,175.222,705.292,633.679,2.093,11.258,1.026,25.176,0.498,0.998,0.976
8501,6.175,18,29761.797,2306.8,8797.277,246.014,246.014,772.548,665.808,2.512,13.309,1.03,34.232,0.678,0.986,0.983
6989,6.175,18,29791.094,2307.427,8819.747,246.271,246.271,761.14,664.474,2.505,13.113,1.031,33.433,0.662,0.979,0.997
10967,6.175,18,29762.83,2306.745,8801.311,245.953,245.953,752.506,660.414,2.511,13.14,1.031,32.982,0.653,0.996,0.997
617,6.175,18,29797.024,2307.257,8842.719,246.29,246.29,781.603,672.342,2.497,13.141,1.03,34.55,0.684,0.952,0.991
1538,9.3,27,72774.125,3560.422,9782.373,645.136,645.136,1096.293,784.89,4.488,22.469,1.049,90.604,1.794,0.956,0.989
9220,5.14,15,21625.837,1924.319,8466.742,175.227,175.227,701.167,634.193,2.088,11.141,1.026,24.881,0.493,0.989,0.985
7176,4.161,12,14720.833,1547.459,7757.985,113.763,113.763,632.714,604.558,1.66,8.882,1.023,16.839,0.333,0.98,0.992
543,4.161,12,14724.815,1547.469,7804.079,113.802,113.802,653.36,612.102,1.656,8.936,1.022,17.73,0.351,0.952,0.983
5613,7.148,21,38985.831,2678.088,9133.68,332.121,332.121,813.752,688.494,2.964,15.332,1.036,43.047,0.852,0.973,1.0
5958,1.138,3,3358.422,1313.479,6633.171,5.519,5.519,563.584,559.578,1.203,6.519,1.019,31.632,0.222,0.975,0.987
8361,1.138,3,1261.227,1322.231,6631.861,5.919,5.919,486.604,546.662,1.132,6.066,1.019,23.371,0.131,0.985,0.994
6634,2.088,6,3753.677,1386.949,6795.693,30.084,30.084,520.935,562.161,1.236,6.667,1.02,0.0,0.149,0.978,0.984
9943,8.206,24,50993.337,3087.462,9299.101,438.039,438.039,911.47,726.579,3.598,18.528,1.042,59.625,1.18,0.992,0.987
10728,1.138,3,3186.606,1408.619,6677.475,10.838,10.838,515.837,554.528,1.215,6.48,1.019,0.0,0.15,0.995,0.997
6962,6.175,18,29790.107,2307.477,8816.658,246.261,246.261,764.322,665.117,2.506,13.152,1.031,33.643,0.666,0.979,0.994
329,6.175,18,29795.487,2307.296,8837.617,246.269,246.269,788.695,673.906,2.498,13.22,1.03,35.005,0.693,0.951,0.985
5150,3.144,9,8376.461,1386.743,7061.759,60.321,60.321,595.813,582.745,1.391,7.584,1.02,12.712,0.252,0.972,0.975
8333,9.3,27,72770.174,3560.399,9750.664,645.046,645.046,1062.862,774.267,4.523,22.632,1.051,88.235,1.747,0.985,0.99
5443,8.206,24,50993.965,3087.486,9307.003,437.963,437.963,930.349,733.409,3.588,18.582,1.041,60.952,1.207,0.973,0.981
3324,4.161,12,14722.543,1547.46,7770.332,113.778,113.778,650.427,609.936,1.659,8.975,1.022,17.636,0.349,0.964,0.98
27,1.138,3,1341.723,1391.603,6714.114,10.018,10.018,490.661,556.617,1.142,6.185,1.019,0.0,0.107,0.95,0.978
3863,3.144,9,8378.526,1386.754,7108.482,60.345,60.345,588.001,582.132,1.389,7.486,1.02,12.374,0.245,0.966,0.988
3356,9.3,27,72768.216,3560.409,9768.476,644.847,644.847,1092.322,782.781,4.505,22.683,1.05,90.605,1.794,0.964,0.983
3960,1.138,3,590.485,1327.45,6688.588,6.271,6.271,464.537,545.796,1.106,5.889,1.019,18.199,0.1,0.966,0.999
828,1.138,3,6973.826,1337.875,6705.866,6.965,6.965,662.607,577.863,1.314,7.132,1.019,23.789,0.33,0.953,0.989
10308,4.161,12,14717.321,1547.441,7696.111,113.721,113.721,640.393,604.156,1.666,9.04,1.023,17.265,0.342,0.994,0.976
11397,4.161,12,14718.001,1547.45,7720.331,113.737,113.737,623.962,600.613,1.664,8.89,1.023,16.476,0.326,0.998,0.993
3167,9.3,27,72772.526,3560.422,9773.601,644.808,644.808,1089.068,782.431,4.498,22.541,1.05,90.16,1.785,0.963,0.988
3963,4.161,12,14723.768,1547.471,7803.813,113.796,113.796,633.047,606.475,1.656,8.807,1.023,16.803,0.333,0.966,0.999
7721,9.3,27,72778.133,3560.412,9762.272,645.124,645.124,1057.632,773.88,4.508,22.347,1.051,87.434,1.731,0.982,1.0
5477,6.175,18,29774.069,2307.22,8813.383,246.038,246.038,777.016,668.486,2.507,13.26,1.03,34.421,0.682,0.973,0.985
8426,3.144,9,8374.796,1386.733,7030.913,60.306,60.306,589.517,579.749,1.393,7.591,1.02,12.479,0.247,0.986,0.975
3540,4.161,12,14722.19,1547.458,7764.08,113.776,113.776,651.744,610.041,1.66,8.994,1.022,17.703,0.35,0.965,0.978
2409,7.148,21,38984.92,2678.075,9130.949,332.12,332.12,840.61,695.553,2.966,15.591,1.035,44.95,0.89,0.96,0.982
4821,7.148,21,38987.907,2678.078,9130.11,332.218,332.218,825.687,691.074,2.968,15.489,1.035,43.945,0.87,0.97,0.99
9225,1.138,3,3239.632,1335.457,6616.526,6.682,6.682,547.606,556.616,1.204,6.515,1.019,23.377,0.2,0.989,0.986
6902,9.3,27,72769.746,3560.396,9754.769,645.075,645.075,1072.003,776.82,4.519,22.673,1.051,89.011,1.762,0.979,0.987
5419,2.088,6,2806.327,1362.057,6777.848,25.462,25.462,506.152,559.129,1.197,6.489,1.019,10.839,0.137,0.973,0.979
7271,9.3,27,72758.994,3560.371,9742.722,645.012,645.012,1079.515,777.828,4.535,22.986,1.051,90.026,1.782,0.981,0.976
7912,2.088,6,6644.595,1385.273,6813.386,29.853,29.853,590.818,570.635,1.326,7.105,1.02,3.697,0.245,0.983,0.996
10079,9.3,27,72755.163,3560.358,9728.883,644.815,644.815,1066.568,773.751,4.55,23.066,1.051,89.111,1.764,0.993,0.976
688,5.14,15,21639.867,1924.355,8514.785,175.364,175.364,707.111,640.797,2.072,10.929,1.026,24.99,0.495,0.952,0.999
9061,8.206,24,50993.404,3087.471,9303.791,438.11,438.11,907.845,726.805,3.59,18.39,1.042,59.197,1.172,0.988,0.993
8903,3.144,9,8374.629,1386.733,7029.078,60.304,60.304,587.821,579.181,1.393,7.584,1.02,12.412,0.246,0.988,0.976
2536,8.206,24,50994.416,3087.537,9320.493,437.954,437.954,923.644,735.156,3.566,18.226,1.041,60.021,1.188,0.96,0.996
10288,2.088,6,6295.446,1354.232,6782.225,24.116,24.116,583.582,566.164,1.307,6.992,1.02,19.576,0.25,0.993,1.0
8516,3.144,9,8375.818,1386.739,7056.101,60.317,60.317,581.504,578.3,1.392,7.517,1.02,12.142,0.24,0.986,0.985
8457,7.148,21,39005.662,2678.018,9116.403,332.451,332.451,827.423,688.249,2.986,15.746,1.036,44.356,0.878,0.986,0.978
536,6.175,18,29794.356,2307.338,8833.415,246.263,246.263,791.482,674.323,2.5,13.263,1.03,35.196,0.697,0.952,0.982
10141,8.206,24,50992.36,3087.406,9296.836,438.08,438.08,915.04,726.953,3.601,18.614,1.042,59.978,1.187,0.993,0.983
8136,1.138,3,736.672,1362.196,6661.749,8.134,8.134,450.048,543.789,1.115,5.946,1.019,0.0,0.072,0.984,0.995
8565,7.148,21,38998.747,2678.06,9122.446,332.297,332.297,815.199,686.2,2.979,15.541,1.036,43.381,0.859,0.986,0.99
4737,4.161,12,14721.654,1547.457,7758.701,113.774,113.774,646.783,608.466,1.66,8.971,1.022,17.484,0.346,0.97,0.981
428,6.175,18,29798.399,2307.223,8848.979,246.329,246.329,776.761,671.511,2.494,13.071,1.03,34.224,0.678,0.951,0.996
6824,3.144,9,8376.041,1386.74,7056.363,60.321,60.321,589.404,580.654,1.392,7.558,1.02,12.46,0.247,0.979,0.979
5909,6.175,18,29762.091,2306.817,8806.709,245.92,245.92,780.36,668.867,2.508,13.316,1.03,34.653,0.686,0.975,0.981
3138,7.148,21,38985.576,2678.075,9130.997,332.245,332.245,835.477,694.098,2.966,15.55,1.035,44.598,0.883,0.963,0.985
848,3.144,9,8380.495,1386.765,7146.251,60.369,60.369,591.503,584.531,1.387,7.459,1.02,12.493,0.247,0.953,0.991
11807,9.3,27,72762.938,3560.377,9730.419,644.724,644.724,1050.344,769.76,4.547,22.838,1.052,87.517,1.732,1.0,0.986
5974,8.206,24,50994.275,3087.51,9308.834,437.961,437.961,921.636,731.637,3.584,18.445,1.042,60.189,1.192,0.975,0.988
8057,3.144,9,8376.137,1386.741,7063.025,60.323,60.323,581.588,578.576,1.391,7.509,1.02,12.142,0.24,0.984,0.986
7482,4.161,12,14721.34,1547.463,7771.615,113.77,113.77,625.502,603.093,1.659,8.813,1.023,16.49,0.326,0.981,1.0
4786,8.206,24,50994.626,3087.526,9310.785,437.992,437.992,927.095,733.53,3.581,18.468,1.041,60.581,1.199,0.97,0.986
8402,6.175,18,29779.701,2307.303,8814.27,246.152,246.152,756.976,662.815,2.507,13.109,1.031,33.198,0.657,0.985,0.998
11106,1.138,3,4882.584,1376.258,6631.241,8.977,8.977,576.155,562.188,1.267,6.84,1.019,5.187,0.224,0.997,0.987
2102,6.175,18,29797.589,2307.218,8845.375,246.305,246.305,768.815,668.922,2.496,13.032,1.03,33.761,0.668,0.958,1.0
4143,4.161,12,14722.984,1547.467,7789.426,113.786,113.786,637.705,607.2,1.657,8.861,1.023,17.033,0.337,0.967,0.993
10949,6.175,18,29762.755,2306.763,8799.266,245.949,245.949,754.619,660.844,2.512,13.167,1.031,33.124,0.656,0.996,0.995
4150,2.088,6,3152.696,1376.785,6838.529,28.186,28.186,502.504,559.976,1.211,6.475,1.02,3.073,0.13,0.967,0.994
1553,6.175,18,29795.863,2307.275,8838.315,246.34,246.34,779.475,671.35,2.498,13.148,1.03,34.445,0.682,0.956,0.991
501,7.148,21,38982.211,2678.086,9132.917,332.135,332.135,850.243,698.786,2.963,15.633,1.035,45.564,0.902,0.952,0.978
9490,5.14,15,21626.009,1924.326,8469.384,175.262,175.262,696.858,633.24,2.087,11.098,1.027,24.635,0.488,0.99,0.989
3379,5.14,15,21633.878,1924.326,8491.192,175.268,175.268,713.147,640.107,2.08,11.092,1.026,25.416,0.503,0.964,0.986
1392,7.148,21,38976.321,2678.079,9142.02,332.013,332.013,826.789,694.289,2.952,15.289,1.035,43.773,0.867,0.955,0.999
11588,6.175,18,29762.127,2306.832,8789.106,246.026,246.026,760.625,661.673,2.515,13.267,1.031,33.55,0.664,0.999,0.988
11119,5.14,15,21623.999,1924.322,8462.091,175.25,175.25,694.293,631.759,2.09,11.12,1.027,24.528,0.486,0.997,0.988
5767,8.206,24,50994.153,3087.507,9310.631,438.021,438.021,919.196,731.468,3.581,18.38,1.042,59.939,1.187,0.974,0.991
1101,4.161,12,14725.284,1547.474,7819.646,113.796,113.796,643.675,610.057,1.655,8.849,1.022,17.272,0.342,0.954,0.993
6154,8.206,24,50993.864,3087.484,9305.755,437.982,437.982,927.276,732.31,3.589,18.573,1.041,60.736,1.202,0.976,0.982
9817,8.206,24,50992.942,3087.457,9304.664,438.003,438.003,899.77,724.922,3.587,18.28,1.042,58.507,1.158,0.991,0.999
1907,9.3,27,72764.465,3560.397,9771.443,644.845,644.845,1103.705,785.704,4.504,22.781,1.049,91.603,1.813,0.958,0.978
11140,8.206,24,50993.163,3087.452,9297.679,437.945,437.945,905.11,724.572,3.599,18.484,1.042,59.14,1.171,0.997,0.99
68,6.175,18,29794.844,2307.317,8835.613,246.246,246.246,792.556,674.821,2.499,13.259,1.03,35.248,0.698,0.95,0.982
5035,5.14,15,21632.027,1924.328,8486.298,175.254,175.254,707.551,638.018,2.081,11.08,1.026,25.138,0.498,0.971,0.988
9259,8.206,24,50993.582,3087.471,9301.573,437.994,437.994,911.331,727.156,3.594,18.476,1.042,59.545,1.179,0.989,0.989
11839,5.14,15,21623.048,1924.326,8461.13,175.244,175.244,690.917,630.698,2.09,11.102,1.027,24.349,0.482,1.0,0.99
7708,5.14,15,21630.33,1924.344,8485.802,175.278,175.278,691.546,633.397,2.082,10.974,1.027,24.276,0.481,0.982,0.999
8177,6.175,18,29790.306,2307.463,8816.579,246.222,246.222,756.52,662.863,2.507,13.096,1.031,33.167,0.657,0.984,0.999
9042,7.148,21,38999.734,2678.056,9122.004,332.318,332.318,812.911,685.433,2.98,15.531,1.036,43.231,0.856,0.988,0.991
9562,5.14,15,21627.647,1924.338,8476.539,175.23,175.23,689.374,631.832,2.085,11.008,1.027,24.197,0.479,0.99,0.997
732,4.161,12,14724.164,1547.465,7791.67,113.797,113.797,657.348,612.691,1.658,8.983,1.022,17.924,0.355,0.953,0.978
8705,3.144,9,8375.197,1386.735,7041.314,60.306,60.306,585.048,578.812,1.392,7.554,1.02,12.294,0.243,0.987,0.98
4070,3.144,9,8378.135,1386.752,7098.524,60.342,60.342,589.96,582.356,1.39,7.508,1.02,12.458,0.247,0.967,0.985
5574,4.161,12,14722.379,1547.465,7781.736,113.783,113.783,632.436,605.43,1.658,8.84,1.023,16.8,0.333,0.973,0.996
736,8.206,24,50997.39,3087.598,9317.819,438.136,438.136,946.943,740.298,3.576,18.578,1.041,62.03,1.228,0.953,0.978
4607,9.3,27,72775.003,3560.422,9770.027,644.989,644.989,1078.792,779.676,4.501,22.473,1.05,89.267,1.767,0.969,0.992
5905,2.088,6,2943.003,1372.048,6784.996,27.288,27.288,503.706,559.238,1.204,6.512,1.019,5.874,0.131,0.975,0.981
10068,7.148,21,39013.929,2677.954,9111.612,332.537,332.537,826.01,686.686,2.993,15.822,1.036,44.361,0.878,0.993,0.975
7321,5.14,15,21627.676,1924.317,8471.469,175.247,175.247,708.141,636.657,2.086,11.163,1.026,25.236,0.5,0.981,0.982
1884,4.161,12,14723.174,1547.461,7776.104,113.777,113.777,656.794,611.907,1.659,9.006,1.022,17.917,0.355,0.958,0.976
9288,1.138,3,2790.779,1408.199,6679.629,10.837,10.837,509.242,554.397,1.201,6.422,1.019,0.0,0.14,0.989,0.993
9690,7.148,21,39005.416,2678.028,9117.583,332.456,332.456,817.021,685.552,2.985,15.643,1.036,43.61,0.863,0.991,0.985
6560,9.3,27,72759.26,3560.369,9745.308,644.866,644.866,1083.718,779.027,4.532,22.994,1.05,90.367,1.789,0.978,0.975
9597,4.161,12,14717.69,1547.442,7700.643,113.728,113.728,642.61,604.948,1.666,9.046,1.023,17.361,0.344,0.991,0.975
10983,4.161,12,14718.827,1547.454,7736.39,113.73,113.73,619.793,600.093,1.662,8.835,1.023,16.263,0.322,0.996,0.999
10813,5.14,15,21622.474,1924.311,8455.893,175.184,175.184,702.425,633.427,2.092,11.209,1.027,24.997,0.495,0.996,0.98
1144,2.088,6,3497.635,1348.052,6860.282,22.998,22.998,527.271,563.201,1.216,6.496,1.019,19.825,0.171,0.954,0.998
9729,1.138,3,1219.288,1355.136,6631.905,7.736,7.736,470.497,545.905,1.134,6.083,1.019,8.381,0.1,0.991,0.99
11514,4.161,12,14716.714,1547.441,7693.07,113.726,113.726,634.681,602.467,1.666,9.008,1.023,17.005,0.337,0.999,0.98
11011,5.14,15,21621.683,1924.304,8451.455,175.189,175.189,705.798,633.916,2.093,11.257,1.026,25.2,0.499,0.997,0.976
2487,4.161,12,14724.051,1547.47,7801.568,113.792,113.792,642.631,609.049,1.656,8.872,1.022,17.245,0.341,0.96,0.991
3264,7.148,21,38980.549,2678.083,9138.059,332.089,332.089,821.379,691.762,2.958,15.316,1.035,43.483,0.861,0.963,0.999
1706,6.175,18,29792.796,2307.382,8827.934,246.26,246.26,788.815,673.086,2.502,13.273,1.03,35.066,0.694,0.957,0.982
6525,1.138,3,7155.179,1369.305,6695.347,8.637,8.637,639.284,572.669,1.329,7.137,1.019,7.301,0.303,0.977,0.998
6145,8.206,24,50993.587,3087.469,9305.326,438.101,438.101,928.339,732.477,3.59,18.593,1.041,60.834,1.204,0.976,0.981
6191,9.3,27,72768.972,3560.407,9757.269,644.81,644.81,1076.176,778.029,4.517,22.68,1.05,89.347,1.769,0.976,0.986
4266,1.138,3,7200.487,1358.724,6665.895,8.082,8.082,663.7,576.959,1.328,7.248,1.019,13.921,0.326,0.968,0.981
6366,4.161,12,14720.362,1547.453,7741.037,113.753,113.753,644.478,607.116,1.662,8.987,1.022,17.399,0.344,0.977,0.98
3798,1.138,3,4950.047,1318.127,6642.461,5.827,5.827,615.793,568.712,1.253,6.84,1.019,31.951,0.278,0.966,0.981
10731,4.161,12,14718.772,1547.454,7734.656,113.723,113.723,621.895,600.612,1.662,8.852,1.023,16.363,0.324,0.995,0.997
1115,9.3,27,72776.714,3560.444,9788.341,644.995,644.995,1094.291,784.972,4.479,22.323,1.049,90.245,1.786,0.954,0.994
6168,4.161,12,14720.803,1547.456,7751.133,113.765,113.765,641.42,606.687,1.661,8.95,1.023,17.247,0.341,0.976,0.984
3544,8.206,24,50995.578,3087.523,9310.483,438.101,438.101,938.899,736.435,3.584,18.618,1.041,61.564,1.219,0.965,0.978
9963,1.138,3,1322.104,1350.811,6627.272,7.489,7.489,475.872,546.271,1.138,6.105,1.019,10.853,0.109,0.992,0.99
7915,5.14,15,21629.537,1924.338,8482.165,175.289,175.289,693.826,633.681,2.083,11.009,1.027,24.415,0.483,0.983,0.996
1590,7.148,21,38978.027,2678.079,9139.508,332.165,332.165,830.095,694.629,2.955,15.359,1.035,44.051,0.872,0.956,0.995
8246,3.144,9,8375.529,1386.737,7048.207,60.314,60.314,585.13,579.089,1.392,7.546,1.02,12.293,0.243,0.985,0.981
9936,1.138,3,4033.975,1340.184,6616.818,6.931,6.931,566.863,559.228,1.231,6.658,1.019,21.862,0.223,0.992,0.987
7900,8.206,24,50993.547,3087.482,9306.926,437.945,437.945,910.108,728.182,3.585,18.352,1.042,59.296,1.174,0.983,0.994
10685,3.144,9,8375.503,1386.736,7054.047,60.311,60.311,572.117,575.419,1.392,7.471,1.021,11.762,0.233,0.995,0.992
9741,4.161,12,14718.967,1547.452,7731.674,113.75,113.75,628.706,602.389,1.663,8.901,1.023,16.684,0.33,0.991,0.991
9221,6.175,18,29761.968,2306.814,8796.223,245.951,245.951,768.846,664.659,2.512,13.288,1.031,34.013,0.673,0.989,0.985
2749,5.14,15,21636.28,1924.341,8501.377,175.301,175.301,707.072,639.423,2.077,10.998,1.026,25.046,0.496,0.961,0.994
9743,6.175,18,29762.318,2306.762,8800.243,245.958,245.958,761.352,662.87,2.511,13.21,1.031,33.532,0.664,0.991,0.991
7263,1.138,3,4159.84,1391.212,6647.08,9.937,9.937,568.593,564.331,1.246,6.786,1.019,3.967,0.206,0.981,0.976
6791,6.175,18,29761.078,2306.821,8796.399,245.938,245.938,785.025,669.269,2.512,13.406,1.03,34.994,0.693,0.979,0.975
5949,1.138,3,6509.168,1337.379,6649.015,6.842,6.842,643.409,571.994,1.303,7.083,1.019,24.043,0.311,0.975,0.986
5368,5.14,15,21633.5,1924.346,8495.299,175.317,175.317,696.648,635.825,2.079,10.959,1.026,24.512,0.485,0.972,0.999
4129,8.206,24,50994.468,3087.525,9314.528,438.006,438.006,923.939,733.681,3.575,18.354,1.041,60.217,1.192,0.967,0.991
4990,5.14,15,21630.832,1924.321,8481.771,175.251,175.251,712.367,638.917,2.083,11.137,1.026,25.416,0.503,0.971,0.983
2423,3.144,9,8378.903,1386.756,7111.944,60.352,60.352,593.952,584.029,1.389,7.512,1.02,12.61,0.25,0.96,0.984
1878,7.148,21,38987.139,2678.083,9128.39,332.252,332.252,849.273,697.396,2.969,15.705,1.035,45.595,0.903,0.958,0.975
1398,4.161,12,14725.677,1547.478,7831.55,113.816,113.816,637.218,608.732,1.653,8.788,1.022,16.964,0.336,0.955,1.0
1292,6.175,18,29795.352,2307.301,8836.324,246.314,246.314,783.266,672.253,2.499,13.187,1.03,34.686,0.687,0.955,0.988
9797,6.175,18,29763.288,2306.781,8806.421,245.946,245.946,754.976,661.577,2.509,13.13,1.031,33.107,0.655,0.991,0.997
